Madrid-Este;28000303;CPR INF-PRI-SEC;ESCUELAS PIAS;Avenida Lope De Figueroa , 27;Alcalá de Henares;-;28804;918893158;918820850;-;Privado Concertado
Madrid-Oeste;28023947;CPR INF-PRI-SEC;ESCUELAS PIAS DE SAN FERNANDO;Avenida Bularas , 1;Pozuelo de Alarcón;-;28224;917150408;913529833;-;Privado Concertado
Madrid-Capital;28037971;CPR INF-PRI-SEC;ESPIRITU SANTO;Calle De San Emilio , 54;Madrid;Ciudad Lineal;28017;914055439;914043803;-;Privado Concertado
Madrid-Capital;28019038;CPR INF-PRI-SEC;ESTUDIO;Calle De Jimena Menendez Pidal , 11;Madrid;Moncloa-Aravaca;28023;913079432;-;-;Privado
Madrid-Oeste;28023984;CPR INF-PRI-SEC;EVEREST;Avenida De Monteclaro , s/n;Pozuelo de Alarcón;-;28223;917994888;917994881;-;Privado
Madrid-Capital;28011945;CPR INF-PRI-SEC;FRAY LUIS DE LEON;Calle De Evaristo San Miguel , 10;Madrid;Moncloa-Aravaca;28008;915472400;915595192;-;Privado Concertado
Madrid-Sur;28037961;CPR INF-PRI-SEC;FUENLABRADA;Calle De Valencia , 15;Fuenlabrada;-;28945;916902989;916902062;-;Privado Concertado
Madrid-Sur;28064172;CPR INF-PRI-SEC;FUENLLANA;Travesia Fuente Cisneros , 1;Alcorcón;-;28922;916144729;916144731;-;Privado Concertado
Madrid-Capital;28037405;CPR INF-PRI-SEC;FUENTELARREYNA;Calle De Ramón Gómez De La Serna , 62;Madrid;Fuencarral-El Pardo;28035;913732328;913862655;Auditivos;Privado Concertado
Madrid-Capital;28007395;CPR INF-PRI-SEC;FUNDACION CALDEIRO;Avenida De Los Toreros , 45;Madrid;Salamanca;28028;917255200;917257300;-;Privado Concertado
Madrid-Capital;28014478;CPR INF-PRI-SEC;FUNDACION SANTAMARCA;Calle De Marcenado , 50;Madrid;Chamartín;28002;914158640;914159740;-;Privado Concertado
Madrid-Capital;28011970;CPR INF-PRI-SEC;GAMO DIANA;Calle De Tembleque , 104;Madrid;Latina;28024;917176946;-;-;Privado Concertado
